customer_id,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
40102,250,6,3297.12,2,1,5,8,Regulars
40103,60,15,2615.46,5,5,5,15,Champions
40104,19,13,4655.389999999999,5,4,5,14,Champions
40105,41,16,3186.66,5,5,5,15,Champions
40106,210,11,2242.52,3,3,4,10,Big Spenders
40107,109,9,1635.08,4,2,3,9,Regulars
40108,413,11,4465.25,2,3,5,10,Regulars
40109,111,11,2607.2400000000002,4,3,5,12,Loyal
40110,171,9,900.1800000000001,3,2,2,7,Regulars
40111,278,13,1803.58,2,4,4,10,At Risk
40112,531,8,1510.29,1,2,3,6,Regulars
40113,54,5,653.5899999999999,5,1,1,7,Regulars
40114,0,12,2351.2799999999997,5,4,4,13,Champions
40115,373,6,1352.55,2,1,3,6,Regulars
40116,2,14,2878.36,5,5,5,15,Champions
40117,610,6,680.33,1,1,1,3,Hibernating
40118,35,13,3008.06,5,4,5,14,Champions
40119,21,11,564.09,5,3,1,9,Loyal
40120,234,7,1878.51,3,1,4,8,Big Spenders
40121,1385,9,1457.99,1,2,3,6,Regulars
40122,2,16,3031.56,5,5,5,15,Champions
40123,649,8,1175.8600000000001,1,2,2,5,Hibernating
40124,371,7,2218.11,2,1,4,7,Regulars
40125,823,7,832.42,1,1,1,3,Hibernating
40126,153,9,1600.41,3,2,3,8,Regulars
40127,15,11,2871.41,5,3,5,13,Loyal
40128,615,9,805.83,1,2,1,4,Hibernating
40129,72,10,1012.29,4,3,2,9,Loyal
40130,321,12,1998.3799999999999,2,4,4,10,At Risk
40131,723,11,1129.11,1,3,2,6,Regulars
40132,113,9,979.3,4,2,2,8,Regulars
40133,480,10,2383.96,1,3,4,8,Regulars
40134,192,17,1984.62,3,5,4,12,Big Spenders
40135,142,10,1161.7,4,3,2,9,Loyal
40136,110,6,1041.15,4,1,2,7,Regulars
40137,2,12,1899.62,5,4,4,13,Champions
40138,830,6,861.6099999999999,1,1,2,4,Hibernating
40139,275,10,3188.81,2,3,5,10,Regulars
40140,176,9,1728.4199999999998,3,2,4,9,Big Spenders
40141,617,13,2996.27,1,4,5,10,At Risk
40142,103,8,490.83000000000004,4,2,1,7,Regulars
40143,54,11,2275.47,5,3,4,12,Loyal
40144,828,7,2678.44,1,1,5,7,Regulars
40145,240,12,2198.3,3,4,4,11,Big Spenders
40146,39,11,6126.75,5,3,5,13,Loyal
40147,119,11,940.3699999999999,4,3,2,9,Loyal
40148,402,11,786.26,2,3,1,6,Regulars
40149,1,8,1034.25,5,2,2,9,Regulars
40150,153,9,505.46000000000004,3,2,1,6,Regulars
40151,492,11,977.86,1,3,2,6,Regulars
40152,61,10,1510.97,5,3,3,11,Loyal
40153,108,9,1593.9199999999998,4,2,3,9,Regulars
40154,375,7,2077.7,2,1,4,7,Regulars
40155,118,13,1695.15,4,4,3,11,Loyal
40156,322,14,2372.28,2,5,4,11,At Risk
40157,171,18,3091.21,3,5,5,13,Big Spenders
40158,278,9,1979.3600000000001,2,2,4,8,Regulars
40159,441,12,1579.0900000000001,2,4,3,9,At Risk
40160,55,13,889.0799999999999,5,4,2,11,Loyal
40161,130,10,2661.05,4,3,5,12,Loyal
40162,201,4,752.26,3,1,1,5,Regulars
40163,162,10,1091.0,3,3,2,8,Regulars
40164,3,13,1149.89,5,4,2,11,Loyal
40165,154,10,2027.89,3,3,4,10,Big Spenders
40166,245,6,1098.1200000000001,3,1,2,6,Regulars
40167,364,12,1491.88,2,4,3,9,At Risk
40168,177,8,2292.46,3,2,4,9,Big Spenders
40169,332,10,1173.78,2,3,2,7,Regulars
40170,3,14,2857.45,5,5,5,15,Champions
40171,166,8,672.48,3,2,1,6,Regulars
40172,218,7,1033.75,3,1,2,6,Regulars
40173,170,13,2315.51,3,4,4,11,Big Spenders
40174,296,11,3265.3,2,3,5,10,Regulars
40175,522,6,4040.42,1,1,5,7,Regulars
40176,346,11,1423.68,2,3,3,8,Regulars
40177,148,10,1112.39,3,3,2,8,Regulars
40178,149,13,2240.31,3,4,4,11,Big Spenders
40179,519,8,1804.08,1,2,4,7,Regulars
40180,124,15,2704.79,4,5,5,14,Champions
40181,476,9,1412.11,1,2,3,6,Regulars
40182,199,8,672.4,3,2,1,6,Regulars
40183,110,8,1557.39,4,2,3,9,Regulars
40184,287,12,1826.5,2,4,4,10,At Risk
40185,440,5,2071.26,2,1,4,7,Regulars
40186,336,13,2264.75,2,4,4,10,At Risk
40187,88,9,1379.94,4,2,3,9,Regulars
40188,519,11,1560.75,1,3,3,7,Regulars
40189,108,11,1086.2,4,3,2,9,Loyal
40190,87,9,754.38,4,2,1,7,Regulars
40191,29,10,1031.14,5,3,2,10,Loyal
40192,96,12,2093.75,4,4,4,12,Champions
40193,124,9,2321.97,4,2,4,10,Big Spenders
40194,174,10,2130.9700000000003,3,3,4,10,Big Spenders
40195,119,8,677.64,4,2,1,7,Regulars
40196,504,9,1103.3799999999999,1,2,2,5,Hibernating
40197,597,9,1584.9299999999998,1,2,3,6,Regulars
40198,89,15,2949.21,4,5,5,14,Champions
40199,1043,12,2732.1499999999996,1,4,5,10,At Risk
40200,108,12,1369.36,4,4,3,11,Loyal
40201,9,14,3937.39,5,5,5,15,Champions
40202,10,13,1475.04,5,4,3,12,Loyal
40203,66,6,1365.46,4,1,3,8,Regulars
40204,300,8,2856.82,2,2,5,9,Regulars
40205,505,9,1783.95,1,2,4,7,Regulars
40206,56,10,1982.14,5,3,4,12,Loyal
40207,30,6,313.12,5,1,1,7,Regulars
40208,292,14,2228.54,2,5,4,11,At Risk
40209,37,12,1649.04,5,4,3,12,Loyal
40210,71,21,4095.73,4,5,5,14,Champions
40211,12,12,1999.4,5,4,4,13,Champions
40212,565,7,1550.48,1,1,3,5,Regulars
40213,162,7,495.09000000000003,3,1,1,5,Regulars
40214,225,7,544.34,3,1,1,5,Regulars
40215,1488,6,2547.4500000000003,1,1,4,6,Regulars
40216,21,14,1999.9099999999999,5,5,4,14,Champions
40217,303,10,1284.27,2,3,3,8,Regulars
40218,179,17,2365.38,3,5,4,12,Big Spenders
40219,286,11,1699.05,2,3,3,8,Regulars
40220,215,21,4569.58,3,5,5,13,Big Spenders
40221,159,8,536.11,3,2,1,6,Regulars
40222,575,15,3080.04,1,5,5,11,At Risk
40223,308,12,4243.07,2,4,5,11,At Risk
40224,1434,9,822.09,1,2,1,4,Hibernating
40225,458,7,1306.34,2,1,3,6,Regulars
40226,24,6,865.71,5,1,2,8,Regulars
40227,93,9,1959.46,4,2,4,10,Big Spenders
40228,310,17,2706.13,2,5,5,12,At Risk
40229,380,10,2421.92,2,3,4,9,Regulars
40230,259,13,1590.3700000000001,2,4,3,9,At Risk
40231,428,12,1159.33,2,4,2,8,At Risk
40232,171,14,1171.98,3,5,2,10,Regulars
40233,119,7,1810.4300000000003,4,1,4,9,Big Spenders
40234,139,7,3629.7200000000003,4,1,5,10,Big Spenders
40235,170,12,2242.7599999999998,3,4,4,11,Big Spenders
40236,285,19,1288.81,2,5,3,10,At Risk
40237,148,10,1075.1699999999998,3,3,2,8,Regulars
40238,14,11,1963.7399999999998,5,3,4,12,Loyal
40239,295,5,1075.79,2,1,2,5,Hibernating
40240,718,10,866.28,1,3,2,6,Regulars
40241,217,8,826.9799999999999,3,2,1,6,Regulars
40242,428,8,710.9,2,2,1,5,Hibernating
40243,52,14,1894.0,5,5,4,14,Champions
40244,134,8,951.06,4,2,2,8,Regulars
40245,40,9,1074.66,5,2,2,9,Regulars
40246,275,13,1729.27,2,4,4,10,At Risk
40247,343,6,686.9,2,1,1,4,Hibernating
40248,41,7,951.54,5,1,2,8,Regulars
40249,303,11,4125.45,2,3,5,10,Regulars
40250,505,7,1777.94,1,1,4,6,Regulars
40251,151,9,1923.96,3,2,4,9,Big Spenders
40252,203,10,2560.08,3,3,4,10,Big Spenders
40253,130,11,1424.34,4,3,3,10,Loyal
40254,105,4,572.22,4,1,1,6,Regulars
40255,422,7,956.98,2,1,2,5,Hibernating
40256,324,6,742.95,2,1,1,4,Hibernating
40257,60,14,3256.9300000000003,5,5,5,15,Champions
40258,184,10,838.69,3,3,1,7,Regulars
40259,443,14,3792.98,2,5,5,12,At Risk
40260,145,9,2573.68,4,2,4,10,Big Spenders
40261,546,7,2993.14,1,1,5,7,Regulars
40262,735,4,630.53,1,1,1,3,Hibernating
40263,91,13,1556.5,4,4,3,11,Loyal
40264,7,8,3904.01,5,2,5,12,Big Spenders
40265,166,12,1610.5500000000002,3,4,3,10,Regulars
40266,192,7,770.49,3,1,1,5,Regulars
40267,216,9,4325.51,3,2,5,10,Big Spenders
40268,116,10,673.4,4,3,1,8,Loyal
40269,29,9,907.08,5,2,2,9,Regulars
40270,85,7,621.99,4,1,1,6,Regulars
40271,233,10,1953.57,3,3,4,10,Big Spenders
40272,391,15,994.35,2,5,2,9,At Risk
40273,279,6,707.0000000000001,2,1,1,4,Hibernating
40274,361,11,1807.22,2,3,4,9,Regulars
40275,333,8,1232.44,2,2,2,6,Hibernating
40276,721,7,524.8299999999999,1,1,1,3,Hibernating
40277,107,13,1421.32,4,4,3,11,Loyal
40278,245,9,1886.0,3,2,4,9,Big Spenders
40279,22,13,1564.3600000000001,5,4,3,12,Loyal
40280,227,16,2042.95,3,5,4,12,Big Spenders
40281,68,19,2836.97,4,5,5,14,Champions
40282,880,7,1044.92,1,1,2,4,Hibernating
40283,2,15,1986.3400000000001,5,5,4,14,Champions
40284,581,9,1044.8100000000002,1,2,2,5,Hibernating
40285,2,7,652.47,5,1,1,7,Regulars
40286,72,13,1053.79,4,4,2,10,Loyal
40287,490,9,4344.45,1,2,5,8,Regulars
40288,142,9,1803.46,4,2,4,10,Big Spenders
40289,342,6,990.6500000000001,2,1,2,5,Hibernating
40290,68,12,1043.79,4,4,2,10,Loyal
40291,272,13,2084.98,2,4,4,10,At Risk
40292,73,15,1568.3700000000001,4,5,3,12,Loyal
40293,88,19,2745.98,4,5,5,14,Champions
40294,624,10,1752.22,1,3,4,8,Regulars
40295,253,13,2916.26,2,4,5,11,At Risk
40296,3,9,1148.55,5,2,2,9,Regulars
40297,523,11,973.6,1,3,2,6,Regulars
40298,383,7,751.2,2,1,1,4,Hibernating
40299,117,14,2775.77,4,5,5,14,Champions
40300,124,13,1015.56,4,4,2,10,Loyal
40301,0,12,2006.35,5,4,4,13,Champions
40302,581,7,309.5,1,1,1,3,Hibernating
40303,1296,6,556.55,1,1,1,3,Hibernating
40304,541,13,1743.3999999999999,1,4,4,9,At Risk
40305,52,13,1930.57,5,4,4,13,Champions
40306,174,10,5619.23,3,3,5,11,Big Spenders
40307,186,6,440.92,3,1,1,5,Regulars
40308,160,14,1401.08,3,5,3,11,Regulars
40309,0,5,721.6800000000001,5,1,1,7,Regulars
40310,163,13,3321.75,3,4,5,12,Big Spenders
40311,172,10,1252.8899999999999,3,3,3,9,Regulars
40312,325,12,4321.09,2,4,5,11,At Risk
40313,105,18,3532.57,4,5,5,14,Champions
40314,625,10,687.6,1,3,1,5,Regulars
40315,398,12,2052.02,2,4,4,10,At Risk
40316,391,14,1598.6200000000001,2,5,3,10,At Risk
40317,56,13,2086.77,5,4,4,13,Champions
40318,252,15,1141.0,2,5,2,9,At Risk
40319,217,10,3476.59,3,3,5,11,Big Spenders
40320,95,6,322.6,4,1,1,6,Regulars
40321,96,12,2687.24,4,4,5,13,Champions
40322,302,9,1644.72,2,2,3,7,Regulars
40323,56,10,504.23,5,3,1,9,Loyal
40324,195,8,1624.73,3,2,3,8,Regulars
40325,1328,7,1158.4299999999998,1,1,2,4,Hibernating
40326,505,6,857.26,1,1,2,4,Hibernating
40327,25,8,643.9,5,2,1,8,Regulars
40328,243,11,1400.5,3,3,3,9,Regulars
40329,39,7,1000.03,5,1,2,8,Regulars
40330,9,14,2045.73,5,5,4,14,Champions
40331,212,12,1322.0900000000001,3,4,3,10,Regulars
40332,287,11,866.66,2,3,2,7,Regulars
40333,44,13,2672.62,5,4,5,14,Champions
40334,192,7,544.29,3,1,1,5,Regulars
40335,235,6,1068.8,3,1,2,6,Regulars
40336,379,8,1012.49,2,2,2,6,Hibernating
40337,44,12,1433.0,5,4,3,12,Loyal
40338,31,3,640.87,5,1,1,7,Regulars
40339,412,10,2341.69,2,3,4,9,Regulars
40340,314,12,1542.09,2,4,3,9,At Risk
40341,990,5,2834.77,1,1,5,7,Regulars
40342,1020,10,752.6,1,3,1,5,Regulars
40343,851,7,2932.1000000000004,1,1,5,7,Regulars
40344,223,14,3237.0099999999998,3,5,5,13,Big Spenders
40345,97,12,1856.24,4,4,4,12,Champions
40346,126,11,1986.88,4,3,4,11,Loyal
40347,461,14,1837.0,1,5,4,10,At Risk
40348,266,11,2567.2799999999997,2,3,4,9,Regulars
40349,331,11,1411.58,2,3,3,8,Regulars
40350,21,6,2183.31,5,1,4,10,Big Spenders
40351,2,8,1586.89,5,2,3,10,Regulars
40352,499,6,474.52,1,1,1,3,Hibernating
40353,34,11,1619.23,5,3,3,11,Loyal
40354,45,15,4796.46,5,5,5,15,Champions
40355,62,15,3215.12,5,5,5,15,Champions
40356,762,10,1294.13,1,3,3,7,Regulars
40357,190,13,2112.56,3,4,4,11,Big Spenders
40358,645,7,934.8899999999999,1,1,2,4,Hibernating
40359,545,20,8130.379999999999,1,5,5,11,At Risk
40360,384,11,978.07,2,3,2,7,Regulars
40361,677,7,2565.3599999999997,1,1,4,6,Regulars
40362,42,10,1673.53,5,3,3,11,Loyal
40363,24,11,3086.77,5,3,5,13,Loyal
40364,527,12,1218.48,1,4,2,7,At Risk
40365,51,10,1307.0700000000002,5,3,3,11,Loyal
40366,215,9,2079.74,3,2,4,9,Big Spenders
40367,87,12,1326.28,4,4,3,11,Loyal
40368,111,12,1944.6000000000001,4,4,4,12,Champions
40369,704,9,2357.73,1,2,4,7,Regulars
40370,166,13,842.71,3,4,1,8,Regulars
40371,63,6,737.36,5,1,1,7,Regulars
40372,605,4,1102.63,1,1,2,4,Hibernating
40373,140,12,1473.43,4,4,3,11,Loyal
40374,870,4,396.81,1,1,1,3,Hibernating
40375,502,6,893.48,1,1,2,4,Hibernating
40376,882,7,691.79,1,1,1,3,Hibernating
40377,140,8,1905.8999999999999,4,2,4,10,Big Spenders
40378,499,10,1221.32,1,3,2,6,Regulars
40379,43,13,2264.48,5,4,4,13,Champions
40380,86,10,2579.76,4,3,5,12,Loyal
40381,158,8,1048.45,3,2,2,7,Regulars
40382,48,7,2427.1499999999996,5,1,4,10,Big Spenders
40383,14,15,2159.78,5,5,4,14,Champions
40384,39,10,2466.08,5,3,4,12,Loyal
40385,65,7,539.41,5,1,1,7,Regulars
40386,624,12,1350.23,1,4,3,8,At Risk
40387,342,7,498.85,2,1,1,4,Hibernating
40388,1290,7,847.43,1,1,2,4,Hibernating
40389,84,8,1136.56,4,2,2,8,Regulars
40390,204,11,1729.32,3,3,4,10,Big Spenders
40391,160,11,1265.56,3,3,3,9,Regulars
40392,213,10,1950.74,3,3,4,10,Big Spenders
40393,155,6,2495.21,3,1,4,8,Big Spenders
40394,181,11,1414.3,3,3,3,9,Regulars
40395,698,13,3066.4799999999996,1,4,5,10,At Risk
40396,2,11,2942.95,5,3,5,13,Loyal
40397,563,6,963.8900000000001,1,1,2,4,Hibernating
40398,114,16,1551.6799999999998,4,5,3,12,Loyal
40399,286,15,1711.61,2,5,3,10,At Risk
40400,127,13,2448.5,4,4,4,12,Champions
40401,16,14,4931.129999999999,5,5,5,15,Champions
40402,258,14,2003.82,2,5,4,11,At Risk
40403,244,15,1277.98,3,5,3,11,Regulars
40404,127,12,2984.87,4,4,5,13,Champions
40405,160,9,2309.75,3,2,4,9,Big Spenders
40406,219,9,1222.21,3,2,2,7,Regulars
40407,377,11,1316.78,2,3,3,8,Regulars
40408,154,3,238.19,3,1,1,5,Regulars
40409,295,12,1129.6499999999999,2,4,2,8,At Risk
40410,134,11,704.8000000000001,4,3,1,8,Loyal
40411,130,8,3752.04,4,2,5,11,Big Spenders
40412,652,15,3013.67,1,5,5,11,At Risk
40413,91,11,4033.7599999999998,4,3,5,12,Loyal
40414,596,6,907.63,1,1,2,4,Hibernating
40415,378,8,1060.0,2,2,2,6,Hibernating
40416,38,11,1366.4199999999998,5,3,3,11,Loyal
40417,269,8,464.43999999999994,2,2,1,5,Hibernating
40418,40,12,2856.79,5,4,5,14,Champions
40419,560,7,718.4,1,1,1,3,Hibernating
40420,169,12,2716.1400000000003,3,4,5,12,Big Spenders
40421,320,8,1379.45,2,2,3,7,Regulars
40422,125,10,871.24,4,3,2,9,Loyal
40423,1584,3,181.17000000000002,1,1,1,3,Hibernating
40424,291,14,1096.69,2,5,2,9,At Risk
40425,547,9,1201.48,1,2,2,5,Hibernating
40426,432,12,1517.51,2,4,3,9,At Risk
40427,177,15,1344.44,3,5,3,11,Regulars
40428,5,9,3316.71,5,2,5,12,Big Spenders
40429,42,9,1562.24,5,2,3,10,Regulars
40430,516,6,3076.0700000000006,1,1,5,7,Regulars
40431,268,7,971.95,2,1,2,5,Hibernating
40432,443,8,1347.3200000000002,2,2,3,7,Regulars
40433,332,9,779.8,2,2,1,5,Hibernating
40434,1601,2,261.98,1,1,1,3,Hibernating
40435,659,4,416.94,1,1,1,3,Hibernating
40436,200,9,3137.75,3,2,5,10,Big Spenders
40437,17,10,1042.27,5,3,2,10,Loyal
40438,96,7,996.9000000000001,4,1,2,7,Regulars
40439,213,9,1046.6599999999999,3,2,2,7,Regulars
40440,50,19,4850.16,5,5,5,15,Champions
40441,13,15,3479.19,5,5,5,15,Champions
40442,236,4,675.11,3,1,1,5,Regulars
40443,904,4,1204.65,1,1,2,4,Hibernating
40444,349,8,2376.68,2,2,4,8,Regulars
40445,397,9,1606.78,2,2,3,7,Regulars
40446,243,10,3017.7900000000004,3,3,5,11,Big Spenders
40447,82,8,893.27,4,2,2,8,Regulars
40448,296,16,1044.18,2,5,2,9,At Risk
40449,286,15,2729.44,2,5,5,12,At Risk
40450,464,9,1519.0,1,2,3,6,Regulars
40451,110,10,2688.27,4,3,5,12,Loyal
40452,149,15,1539.41,3,5,3,11,Regulars
40453,416,9,1737.67,2,2,4,8,Regulars
40454,20,14,1989.67,5,5,4,14,Champions
40455,571,12,2507.53,1,4,4,9,At Risk
40456,1132,4,281.31,1,1,1,3,Hibernating
40457,78,8,607.27,4,2,1,7,Regulars
40458,40,14,2256.86,5,5,4,14,Champions
40459,224,7,1647.09,3,1,3,7,Regulars
40460,87,11,2643.05,4,3,5,12,Loyal
40461,6,9,1667.38,5,2,3,10,Regulars
40462,794,11,1721.22,1,3,3,7,Regulars
40463,304,4,215.05,2,1,1,4,Hibernating
40464,106,13,6326.130000000001,4,4,5,13,Champions
40465,993,8,1884.1899999999998,1,2,4,7,Regulars
40466,108,8,1009.3000000000001,4,2,2,8,Regulars
40467,121,12,1366.73,4,4,3,11,Loyal
40468,764,8,971.2600000000001,1,2,2,5,Hibernating
40469,241,6,504.2,3,1,1,5,Regulars
40470,196,12,3284.14,3,4,5,12,Big Spenders
40471,749,12,1276.62,1,4,3,8,At Risk
40472,111,12,4938.7,4,4,5,13,Champions
40473,530,7,632.77,1,1,1,3,Hibernating
40474,129,14,3930.5299999999997,4,5,5,14,Champions
40475,626,11,825.74,1,3,1,5,Regulars
40476,71,12,1284.81,4,4,3,11,Loyal
40477,152,10,671.47,3,3,1,7,Regulars
40478,628,6,564.55,1,1,1,3,Hibernating
40479,1109,9,4091.95,1,2,5,8,Regulars
40480,227,14,3670.67,3,5,5,13,Big Spenders
40481,88,10,1093.14,4,3,2,9,Loyal
40482,139,10,802.97,4,3,1,8,Loyal
40483,406,8,565.56,2,2,1,5,Hibernating
40484,248,16,4968.39,2,5,5,12,At Risk
40485,138,10,2854.94,4,3,5,12,Loyal
40486,45,11,3382.62,5,3,5,13,Loyal
40487,258,11,1388.6200000000001,2,3,3,8,Regulars
40488,90,12,1371.23,4,4,3,11,Loyal
40489,508,15,2375.7000000000003,1,5,4,10,At Risk
40490,57,10,968.71,5,3,2,10,Loyal
40491,367,11,1732.01,2,3,4,9,Regulars
40492,39,16,2004.13,5,5,4,14,Champions
40493,24,10,2562.62,5,3,4,12,Loyal
40494,98,12,813.45,4,4,1,9,Loyal
40495,245,9,2553.7,3,2,4,9,Big Spenders
40496,2,12,1659.32,5,4,3,12,Loyal
40497,160,15,2444.04,3,5,4,12,Big Spenders
40498,433,11,1824.64,2,3,4,9,Regulars
40499,524,11,2304.16,1,3,4,8,Regulars
40500,74,14,3233.25,4,5,5,14,Champions
40501,82,18,3164.15,4,5,5,14,Champions
40502,148,15,3288.83,3,5,5,13,Big Spenders
40503,232,9,906.91,3,2,2,7,Regulars
40504,272,13,1692.6399999999999,2,4,3,9,At Risk
40505,420,8,2041.6599999999999,2,2,4,8,Regulars
40506,253,12,1189.16,2,4,2,8,At Risk
40507,1208,9,3782.1000000000004,1,2,5,8,Regulars
40508,1041,7,543.6,1,1,1,3,Hibernating
40509,442,11,1682.6000000000001,2,3,3,8,Regulars
40510,237,11,1710.03,3,3,3,9,Regulars
40511,63,19,3802.4399999999996,5,5,5,15,Champions
40512,395,10,1482.52,2,3,3,8,Regulars
40513,237,10,1934.46,3,3,4,10,Big Spenders
40514,428,19,1959.66,2,5,4,11,At Risk
40515,730,9,1887.8600000000001,1,2,4,7,Regulars
40516,111,13,1770.17,4,4,4,12,Champions
40517,139,11,4753.91,4,3,5,12,Loyal
40518,63,6,1058.29,5,1,2,8,Regulars
40519,36,17,3429.45,5,5,5,15,Champions
40520,4,17,3323.38,5,5,5,15,Champions
40521,200,4,149.29000000000002,3,1,1,5,Regulars
40522,17,10,975.51,5,3,2,10,Loyal
40523,7,9,1434.22,5,2,3,10,Regulars
40524,30,10,877.5699999999999,5,3,2,10,Loyal
40525,585,12,1724.57,1,4,3,8,At Risk
40526,527,14,1579.22,1,5,3,9,At Risk
40527,790,10,1456.4099999999999,1,3,3,7,Regulars
40528,193,8,731.8100000000001,3,2,1,6,Regulars
40529,432,11,1554.78,2,3,3,8,Regulars
40530,474,11,788.76,1,3,1,5,Regulars
40531,262,6,641.76,2,1,1,4,Hibernating
40532,497,15,4937.01,1,5,5,11,At Risk
40533,47,12,1357.6200000000001,5,4,3,12,Loyal
40534,164,10,712.55,3,3,1,7,Regulars
40535,541,10,2535.7999999999997,1,3,4,8,Regulars
40536,106,11,1017.48,4,3,2,9,Loyal
40537,209,11,1374.83,3,3,3,9,Regulars
40538,451,13,1584.3799999999999,2,4,3,9,At Risk
40539,251,14,1787.84,2,5,4,11,At Risk
40540,499,11,1784.86,1,3,4,8,Regulars
40541,25,13,1200.25,5,4,2,11,Loyal
40542,38,10,1566.6499999999999,5,3,3,11,Loyal
40543,18,12,2248.35,5,4,4,13,Champions
40544,73,8,576.76,4,2,1,7,Regulars
40545,277,20,1976.2199999999998,2,5,4,11,At Risk
40546,36,12,1522.02,5,4,3,12,Loyal
40547,855,12,3654.85,1,4,5,10,At Risk
40548,128,7,913.76,4,1,2,7,Regulars
40549,148,5,475.52,3,1,1,5,Regulars
40550,568,13,2391.4700000000003,1,4,4,9,At Risk
40551,285,12,2678.69,2,4,5,11,At Risk
40552,224,10,956.37,3,3,2,8,Regulars
40553,170,13,2437.49,3,4,4,11,Big Spenders
40554,68,10,1791.49,4,3,4,11,Loyal
40555,99,15,1835.98,4,5,4,13,Champions
40556,922,8,2205.55,1,2,4,7,Regulars
40557,23,10,900.11,5,3,2,10,Loyal
40558,149,12,1536.76,3,4,3,10,Regulars
40559,193,9,1895.56,3,2,4,9,Big Spenders
40560,198,10,848.07,3,3,2,8,Regulars
40561,1,8,3255.36,5,2,5,12,Big Spenders
40562,11,8,887.48,5,2,2,9,Regulars
40563,314,7,1236.8,2,1,2,5,Hibernating
40564,203,8,858.5799999999999,3,2,2,7,Regulars
40565,1210,8,2584.04,1,2,5,8,Regulars
40566,498,5,720.84,1,1,1,3,Hibernating
40567,481,9,656.24,1,2,1,4,Hibernating
40568,131,11,2737.69,4,3,5,12,Loyal
40569,251,10,2883.56,2,3,5,10,Regulars
40570,61,9,1438.29,5,2,3,10,Regulars
40571,314,12,1085.37,2,4,2,8,At Risk
40572,453,18,5003.72,2,5,5,12,At Risk
40573,29,13,1648.83,5,4,3,12,Loyal
40574,53,16,1336.72,5,5,3,13,Loyal
40575,1096,9,1123.56,1,2,2,5,Hibernating
40576,96,12,3143.05,4,4,5,13,Champions
40577,156,9,1714.19,3,2,3,8,Regulars
40578,298,11,1088.52,2,3,2,7,Regulars
40579,205,8,608.11,3,2,1,6,Regulars
40580,33,12,1544.86,5,4,3,12,Loyal
40581,597,11,835.66,1,3,1,5,Regulars
40582,1156,7,390.43,1,1,1,3,Hibernating
40583,588,10,953.55,1,3,2,6,Regulars
40584,22,14,3764.67,5,5,5,15,Champions
40585,302,6,532.8,2,1,1,4,Hibernating
40586,237,13,2454.98,3,4,4,11,Big Spenders
40587,383,8,770.0899999999999,2,2,1,5,Hibernating
40588,251,10,1443.76,2,3,3,8,Regulars
40589,122,7,1542.96,4,1,3,8,Regulars
40590,289,7,1651.24,2,1,3,6,Regulars
40591,120,12,1100.44,4,4,2,10,Loyal
40592,60,6,557.5999999999999,5,1,1,7,Regulars
40593,179,16,3716.92,3,5,5,13,Big Spenders
40594,47,13,3288.13,5,4,5,14,Champions
40595,59,13,3742.05,5,4,5,14,Champions
40596,79,17,1846.59,4,5,4,13,Champions
40597,821,4,1394.3600000000001,1,1,3,5,Regulars
40598,45,12,1587.1399999999999,5,4,3,12,Loyal
40599,1,13,835.6899999999999,5,4,1,10,Loyal
40600,6,8,2480.5899999999997,5,2,4,11,Big Spenders
40601,496,14,1354.34,1,5,3,9,At Risk
40602,224,7,1561.0500000000002,3,1,3,7,Regulars
40603,64,11,3728.8399999999997,5,3,5,13,Loyal
40604,391,9,1319.38,2,2,3,7,Regulars
40605,1190,4,1873.1,1,1,4,6,Regulars
40606,942,12,1082.33,1,4,2,7,At Risk
40607,16,12,1154.56,5,4,2,11,Loyal
40608,586,6,559.48,1,1,1,3,Hibernating
40609,45,6,901.26,5,1,2,8,Regulars
40610,103,7,896.4200000000001,4,1,2,7,Regulars
40611,241,11,861.5,3,3,2,8,Regulars
40612,142,15,1212.5900000000001,4,5,2,11,Loyal
40613,606,20,1960.1100000000001,1,5,4,10,At Risk
40614,269,14,3179.18,2,5,5,12,At Risk
40615,212,8,998.39,3,2,2,7,Regulars
40616,50,13,1471.84,5,4,3,12,Loyal
40617,6,12,2339.67,5,4,4,13,Champions
40618,181,5,1902.51,3,1,4,8,Big Spenders
40619,407,8,815.09,2,2,1,5,Hibernating
40620,1050,11,1292.61,1,3,3,7,Regulars
40621,514,8,1057.32,1,2,2,5,Hibernating
40622,165,8,3386.75,3,2,5,10,Big Spenders
40623,156,9,1021.74,3,2,2,7,Regulars
40624,171,13,2533.84,3,4,4,11,Big Spenders
40625,307,8,3523.34,2,2,5,9,Regulars
40626,31,12,1599.44,5,4,3,12,Loyal
40627,166,14,3007.8500000000004,3,5,5,13,Big Spenders
40628,1348,5,338.81,1,1,1,3,Hibernating
40629,251,6,517.3399999999999,2,1,1,4,Hibernating
40630,433,10,549.56,2,3,1,6,Regulars
40631,27,8,1463.06,5,2,3,10,Regulars
40632,511,8,3448.4300000000003,1,2,5,8,Regulars
40633,245,9,5340.7,3,2,5,10,Big Spenders
40634,63,8,1178.5,5,2,2,9,Regulars
40635,262,15,4036.1,2,5,5,12,At Risk
40636,372,9,1193.76,2,2,2,6,Hibernating
40637,166,8,1175.67,3,2,2,7,Regulars
40638,124,10,1045.4099999999999,4,3,2,9,Loyal
40639,1396,10,1471.89,1,3,3,7,Regulars
40640,376,7,2228.71,2,1,4,7,Regulars
40641,245,12,2331.65,3,4,4,11,Big Spenders
