Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,MedianDaysBetweenOrders,AvgOrderValue,Churn
531,1,340.98,4,2,4,10,727.5,340.98,1
1789,1,78.98,2,2,1,5,727.5,78.98,1
607,1,78.38,3,2,1,6,727.5,78.38,1
198,1,529.08,4,2,4,10,727.5,529.08,1
982,2,179.72000000000003,3,4,3,10,938.0,89.86000000000001,1
805,1,72.2,3,2,1,6,727.5,72.2,1
1326,1,222.84,2,2,3,7,727.5,222.84,1
2609,1,214.48,1,2,3,6,727.5,214.48,1
522,1,35.65,4,2,1,7,727.5,35.65,1
259,1,181.84,4,2,3,9,727.5,181.84,1
2634,1,71.47,1,2,1,4,727.5,71.47,1
1650,1,83.18,2,2,1,5,727.5,83.18,1
325,1,79.1,4,2,1,7,727.5,79.1,1
1922,1,65.69,1,2,1,4,727.5,65.69,1
563,1,241.2,4,2,3,9,727.5,241.2,1
791,2,387.63,3,4,4,11,1567.0,193.815,1
465,1,97.73,4,2,2,8,727.5,97.73,1
1142,1,57.01,3,2,1,6,727.5,57.01,1
1758,3,836.48,2,4,4,10,441.0,278.82666666666665,1
1214,1,73.26,3,2,1,6,727.5,73.26,1
516,2,140.04000000000002,4,4,2,10,1224.0,70.02000000000001,1
333,3,685.3000000000001,4,4,4,12,1180.0,228.43333333333337,1
2583,1,70.28,1,2,1,4,727.5,70.28,1
1122,3,232.94,3,4,3,10,756.0,77.64666666666666,1
645,1,62.84,3,2,1,6,727.5,62.84,1
2052,1,88.22,1,2,2,5,727.5,88.22,1
2096,1,24.2,1,2,1,4,727.5,24.2,1
205,1,191.17,4,2,3,9,727.5,191.17,1
2327,1,34.08,1,2,1,4,727.5,34.08,1
1771,1,127.73,2,2,2,6,727.5,127.73,1
635,2,160.07,3,4,2,9,2002.0,80.035,1
1323,2,238.14000000000001,2,4,3,9,840.0,119.07000000000001,1
19,1,80.13,4,2,1,7,727.5,80.13,0
590,2,270.94,3,4,3,10,649.0,135.47,1
1331,1,292.6,2,2,3,7,727.5,292.6,1
1950,1,44.33,1,2,1,4,727.5,44.33,1
1152,3,1055.44,3,4,4,11,599.0,351.81333333333333,1
210,2,145.47,4,4,2,10,2242.0,72.735,1
243,1,54.1,4,2,1,7,727.5,54.1,1
1445,1,116.41,2,2,2,6,727.5,116.41,1
306,1,81.91,4,2,1,7,727.5,81.91,1
699,1,109.01,3,2,2,7,727.5,109.01,1
1930,1,266.36,1,2,3,6,727.5,266.36,1
1001,1,304.89,3,2,4,9,727.5,304.89,1
1624,1,141.1,2,2,2,6,727.5,141.1,1
2365,2,522.74,1,4,4,9,97.0,261.37,1
1220,2,339.78999999999996,3,4,4,11,1118.0,169.89499999999998,1
295,3,439.03000000000003,4,4,4,12,664.0,146.34333333333333,1
2303,1,24.17,1,2,1,4,727.5,24.17,1
581,1,179.11,3,2,3,8,727.5,179.11,1
856,1,491.28,3,2,4,9,727.5,491.28,1
1661,1,107.39,2,2,2,6,727.5,107.39,1
1654,2,283.48,2,4,3,9,817.0,141.74,1
2598,1,112.91,1,2,2,5,727.5,112.91,1
2805,1,100.67,1,2,2,5,727.5,100.67,1
1582,1,71.22,2,2,1,5,727.5,71.22,1
1119,1,259.98,3,2,3,8,727.5,259.98,1
897,2,86.74,3,4,2,9,1038.0,43.37,1
1105,1,193.17,3,2,3,8,727.5,193.17,1
514,1,165.02,4,2,2,8,727.5,165.02,1
1186,1,154.56,3,2,2,7,727.5,154.56,1
301,2,363.69,4,4,4,12,1362.0,181.845,1
595,2,74.38,3,4,1,8,348.0,37.19,1
105,1,114.97,4,2,2,8,727.5,114.97,0
1874,1,370.68,1,2,4,7,727.5,370.68,1
1561,3,1192.02,2,4,4,10,523.0,397.34,1
1057,1,128.99,3,2,2,7,727.5,128.99,1
270,1,82.11,4,2,1,7,727.5,82.11,1
1449,1,62.81,2,2,1,5,727.5,62.81,1
347,1,87.94,4,2,2,8,727.5,87.94,1
667,2,775.8100000000001,3,4,4,11,248.0,387.90500000000003,1
2118,2,161.58,1,4,2,7,105.0,80.79,1
2264,1,49.25,1,2,1,4,727.5,49.25,1
1120,3,646.22,3,4,4,11,520.0,215.40666666666667,1
396,2,676.0600000000001,4,4,4,12,750.0,338.03000000000003,1
647,1,212.86,3,2,3,8,727.5,212.86,1
158,1,168.5,4,2,2,8,727.5,168.5,0
1338,2,429.86,2,4,4,10,356.0,214.93,1
1425,1,390.98,2,2,4,8,727.5,390.98,1
521,1,338.63,4,2,4,10,727.5,338.63,1
608,2,124.45,3,4,2,9,1892.0,62.225,1
2734,1,77.74,1,2,1,4,727.5,77.74,1
995,1,127.75,3,2,2,7,727.5,127.75,1
1447,1,230.34,2,2,3,7,727.5,230.34,1
2685,1,40.0,1,2,1,4,727.5,40.0,1
110,1,361.61,4,2,4,10,727.5,361.61,0
26,2,259.86,4,4,3,11,1637.0,129.93,0
1406,1,40.83,2,2,1,5,727.5,40.83,1
1688,2,124.96000000000001,2,4,2,8,1131.0,62.480000000000004,1
275,2,555.34,4,4,4,12,2139.0,277.67,1
1264,1,185.38,2,2,3,7,727.5,185.38,1
121,2,315.21000000000004,4,4,4,12,1906.0,157.60500000000002,0
2239,1,31.84,1,2,1,4,727.5,31.84,1
1418,2,124.47,2,4,2,8,1086.0,62.235,1
1656,2,198.10000000000002,2,4,3,9,450.0,99.05000000000001,1
1420,2,135.46,2,4,2,8,358.0,67.73,1
344,1,248.78,4,2,3,9,727.5,248.78,1
1286,3,160.37,2,4,2,8,735.0,53.45666666666667,1
2347,1,60.41,1,2,1,4,727.5,60.41,1
2224,2,293.36,1,4,3,8,52.0,146.68,1
2136,1,38.11,1,2,1,4,727.5,38.11,1
1417,2,680.6600000000001,2,4,4,10,231.0,340.33000000000004,1
1771,1,29.53,2,2,1,5,727.5,29.53,1
285,1,84.93,4,2,2,8,727.5,84.93,1
169,2,168.67,4,4,2,10,1638.0,84.335,0
1393,1,49.43,2,2,1,5,727.5,49.43,1
1681,1,125.73,2,2,2,6,727.5,125.73,1
1617,2,197.49,2,4,3,9,742.0,98.745,1
1049,2,326.84000000000003,3,4,4,11,298.0,163.42000000000002,1
119,1,122.11,4,2,2,8,727.5,122.11,0
1691,1,405.16,2,2,4,8,727.5,405.16,1
1773,1,172.96,2,2,3,7,727.5,172.96,1
1120,2,192.13,3,4,3,10,996.0,96.065,1
511,1,53.61,4,2,1,7,727.5,53.61,1
527,1,172.05,4,2,3,9,727.5,172.05,1
889,2,165.47,3,4,2,9,799.0,82.735,1
2672,1,61.67,1,2,1,4,727.5,61.67,1
1849,1,199.13,1,2,3,6,727.5,199.13,1
2743,1,85.12,1,2,2,5,727.5,85.12,1
21,3,540.54,4,4,4,12,235.0,180.17999999999998,0
625,2,353.43,3,4,4,11,1670.0,176.715,1
2508,1,66.43,1,2,1,4,727.5,66.43,1
1741,1,70.59,2,2,1,5,727.5,70.59,1
1726,1,146.14,2,2,2,6,727.5,146.14,1
1653,1,22.62,2,2,1,5,727.5,22.62,1
1305,1,163.07,2,2,2,6,727.5,163.07,1
1864,1,309.79,1,2,4,7,727.5,309.79,1
123,2,322.32000000000005,4,4,4,12,291.0,161.16000000000003,0
1275,1,61.08,2,2,1,5,727.5,61.08,1
79,2,163.26,4,4,2,10,2685.0,81.63,0
2740,1,262.52,1,2,3,6,727.5,262.52,1
421,1,211.91,4,2,3,9,727.5,211.91,1
747,2,534.96,3,4,4,11,1030.0,267.48,1
1604,3,450.37,2,4,4,10,250.0,150.12333333333333,1
69,3,379.01,4,4,4,12,786.0,126.33666666666666,0
1766,1,167.67,2,2,2,6,727.5,167.67,1
482,2,150.49,4,4,2,10,1093.0,75.245,1
553,1,157.45,4,2,2,8,727.5,157.45,1
1109,1,136.76,3,2,2,7,727.5,136.76,1
685,2,490.68,3,4,4,11,911.0,245.34,1
2417,1,56.37,1,2,1,4,727.5,56.37,1
1980,1,227.68,1,2,3,6,727.5,227.68,1
599,1,315.16,3,2,4,9,727.5,315.16,1
2504,1,75.39,1,2,1,4,727.5,75.39,1
1238,1,155.62,2,2,2,6,727.5,155.62,1
23,2,176.47,4,4,3,11,2226.0,88.235,0
1580,1,76.42,2,2,1,5,727.5,76.42,1
1111,1,50.82,3,2,1,6,727.5,50.82,1
2354,1,114.89,1,2,2,5,727.5,114.89,1
2413,1,99.72,1,2,2,5,727.5,99.72,1
2144,1,61.43,1,2,1,4,727.5,61.43,1
811,1,56.35,3,2,1,6,727.5,56.35,1
748,1,30.34,3,2,1,6,727.5,30.34,1
2425,1,52.75,1,2,1,4,727.5,52.75,1
2380,1,36.93,1,2,1,4,727.5,36.93,1
126,1,238.53,4,2,3,9,727.5,238.53,0
2387,1,390.96,1,2,4,7,727.5,390.96,1
2267,1,123.61,1,2,2,5,727.5,123.61,1
1894,2,327.35,1,4,4,9,374.0,163.675,1
267,1,176.32,4,2,3,9,727.5,176.32,1
1493,1,48.51,2,2,1,5,727.5,48.51,1
148,1,186.67,4,2,3,9,727.5,186.67,0
949,1,155.99,3,2,2,7,727.5,155.99,1
1302,2,476.69000000000005,2,4,4,10,33.0,238.34500000000003,1
331,2,274.98,4,4,3,11,2284.0,137.49,1
621,2,371.91999999999996,3,4,4,11,555.0,185.95999999999998,1
1027,1,293.9,3,2,3,8,727.5,293.9,1
1659,1,101.87,2,2,2,6,727.5,101.87,1
2350,1,181.64,1,2,3,6,727.5,181.64,1
2514,1,45.24,1,2,1,4,727.5,45.24,1
2771,1,201.12,1,2,3,6,727.5,201.12,1
535,2,423.41999999999996,4,4,4,12,89.0,211.70999999999998,1
983,2,414.45,3,4,4,11,213.0,207.225,1
2276,1,64.78,1,2,1,4,727.5,64.78,1
1195,1,41.79,3,2,1,6,727.5,41.79,1
71,1,126.5,4,2,2,8,727.5,126.5,0
1874,1,39.19,1,2,1,4,727.5,39.19,1
1673,2,269.53,2,4,3,9,478.0,134.765,1
946,1,148.15,3,2,2,7,727.5,148.15,1
1400,1,240.46,2,2,3,7,727.5,240.46,1
2590,1,59.33,1,2,1,4,727.5,59.33,1
1355,1,257.56,2,2,3,7,727.5,257.56,1
833,1,11.84,3,2,1,6,727.5,11.84,1
2082,1,70.17,1,2,1,4,727.5,70.17,1
2470,1,55.92,1,2,1,4,727.5,55.92,1
719,2,175.29000000000002,3,4,3,10,1258.0,87.64500000000001,1
254,2,389.19,4,4,4,12,671.0,194.595,1
1528,1,78.1,2,2,1,5,727.5,78.1,1
1112,2,234.55,3,4,3,10,459.0,117.275,1
1620,2,657.37,2,4,4,10,572.0,328.685,1
617,1,69.67,3,2,1,6,727.5,69.67,1
1529,1,127.22,2,2,2,6,727.5,127.22,1
929,2,330.21,3,4,4,11,680.0,165.105,1
1738,1,129.36,2,2,2,6,727.5,129.36,1
743,1,49.86,3,2,1,6,727.5,49.86,1
358,2,344.27,4,4,4,12,842.0,172.135,1
804,2,394.52,3,4,4,11,1017.0,197.26,1
2481,1,135.52,1,2,2,5,727.5,135.52,1
41,2,180.6,4,4,3,11,2084.0,90.3,0
192,1,89.41,4,2,2,8,727.5,89.41,1
472,1,55.83,4,2,1,7,727.5,55.83,1
1748,1,161.97,2,2,2,6,727.5,161.97,1
285,2,334.27,4,4,4,12,2433.0,167.135,1
2610,1,207.31,1,2,3,6,727.5,207.31,1
1724,1,64.61,2,2,1,5,727.5,64.61,1
2501,1,92.47,1,2,2,5,727.5,92.47,1
2725,1,89.9,1,2,2,5,727.5,89.9,1
199,1,167.29,4,2,2,8,727.5,167.29,1
256,1,112.37,4,2,2,8,727.5,112.37,1
2663,1,31.51,1,2,1,4,727.5,31.51,1
372,3,686.7900000000001,4,4,4,12,413.0,228.93000000000004,1
1622,3,367.31,2,4,4,10,564.0,122.43666666666667,1
252,3,318.99,4,4,4,12,902.0,106.33,1
1477,1,49.99,2,2,1,5,727.5,49.99,1
1637,1,105.3,2,2,2,6,727.5,105.3,1
850,2,463.72,3,4,4,11,230.0,231.86,1
1720,1,52.29,2,2,1,5,727.5,52.29,1
2670,1,225.4,1,2,3,6,727.5,225.4,1
349,2,135.18,4,4,2,10,2055.0,67.59,1
77,2,144.77,4,4,2,10,925.0,72.385,0
1781,2,310.28,2,4,4,10,1012.0,155.14,1
1206,2,127.12,3,4,2,9,1460.0,63.56,1
893,1,469.84,3,2,4,9,727.5,469.84,1
1877,1,290.89,1,2,3,6,727.5,290.89,1
787,1,101.57,3,2,2,7,727.5,101.57,1
1141,2,278.66,3,4,3,10,320.0,139.33,1
746,1,283.21,3,2,3,8,727.5,283.21,1
2038,1,136.13,1,2,2,5,727.5,136.13,1
1821,1,81.58,1,2,1,4,727.5,81.58,1
2123,1,67.82,1,2,1,4,727.5,67.82,1
1528,1,99.77,2,2,2,6,727.5,99.77,1
251,2,329.2,4,4,4,12,848.0,164.6,1
1998,2,229.60999999999999,1,4,3,8,707.0,114.80499999999999,1
1749,1,140.56,2,2,2,6,727.5,140.56,1
646,2,205.82999999999998,3,4,3,10,152.0,102.91499999999999,1
2100,1,263.9,1,2,3,6,727.5,263.9,1
1556,1,133.59,2,2,2,6,727.5,133.59,1
2265,1,117.26,1,2,2,5,727.5,117.26,1
1871,1,64.59,1,2,1,4,727.5,64.59,1
750,1,347.78,3,2,4,9,727.5,347.78,1
938,1,237.03,3,2,3,8,727.5,237.03,1
1376,3,85.78999999999999,2,4,2,8,214.0,28.596666666666664,1
2203,1,31.07,1,2,1,4,727.5,31.07,1
2455,1,47.19,1,2,1,4,727.5,47.19,1
211,2,138.23,4,4,2,10,1943.0,69.115,1
244,1,140.71,4,2,2,8,727.5,140.71,1
1993,1,178.89,1,2,3,6,727.5,178.89,1
321,1,84.74,4,2,2,8,727.5,84.74,1
1413,4,947.4300000000001,2,4,4,10,363.0,236.85750000000002,1
1532,2,347.97,2,4,4,10,1041.0,173.985,1
2046,1,53.18,1,2,1,4,727.5,53.18,1
128,3,526.4,4,4,4,12,763.0,175.46666666666667,0
1760,1,99.93,2,2,2,6,727.5,99.93,1
478,3,257.0,4,4,3,11,640.0,85.66666666666667,1
2250,1,124.63,1,2,2,5,727.5,124.63,1
2284,1,54.97,1,2,1,4,727.5,54.97,1
288,1,341.38,4,2,4,10,727.5,341.38,1
631,2,503.87,3,4,4,11,1652.0,251.935,1
457,2,221.12,4,4,3,11,1182.0,110.56,1
2743,1,193.39,1,2,3,6,727.5,193.39,1
645,2,357.65000000000003,3,4,4,11,526.0,178.82500000000002,1
446,1,141.33,4,2,2,8,727.5,141.33,1
190,1,250.27,4,2,3,9,727.5,250.27,1
1248,1,56.78,2,2,1,5,727.5,56.78,1
1282,1,219.61,2,2,3,7,727.5,219.61,1
1067,1,29.25,3,2,1,6,727.5,29.25,1
608,2,509.67,3,4,4,11,1234.0,254.835,1
780,2,165.24,3,4,2,9,524.0,82.62,1
346,3,636.52,4,4,4,12,1025.0,212.17333333333332,1
1735,2,331.68,2,4,4,10,1002.0,165.84,1
1352,1,105.8,2,2,2,6,727.5,105.8,1
898,1,572.4,3,2,4,9,727.5,572.4,1
508,1,70.34,4,2,1,7,727.5,70.34,1
2364,1,67.06,1,2,1,4,727.5,67.06,1
1629,2,122.5,2,4,2,8,735.0,61.25,1
1641,1,68.96,2,2,1,5,727.5,68.96,1
2451,1,62.17,1,2,1,4,727.5,62.17,1
2489,1,85.04,1,2,2,5,727.5,85.04,1
1327,1,82.19,2,2,1,5,727.5,82.19,1
149,5,718.79,4,4,4,12,453.0,143.75799999999998,0
296,1,111.46,4,2,2,8,727.5,111.46,1
1625,3,409.05999999999995,2,4,4,10,400.0,136.35333333333332,1
1933,2,204.78,1,4,3,8,580.0,102.39,1
1184,2,401.84,3,4,4,11,1466.0,200.92,1
196,1,305.15,4,2,4,10,727.5,305.15,1
675,2,143.76,3,4,2,9,1510.0,71.88,1
1503,1,129.58,2,2,2,6,727.5,129.58,1
1406,3,276.12,2,4,3,9,454.0,92.04,1
1430,2,231.26000000000002,2,4,3,9,423.0,115.63000000000001,1
1929,1,63.95,1,2,1,4,727.5,63.95,1
255,1,92.9,4,2,2,8,727.5,92.9,1
582,3,277.88,3,4,3,10,964.0,92.62666666666667,1
458,3,478.07,4,4,4,12,595.0,159.35666666666665,1
1016,1,25.63,3,2,1,6,727.5,25.63,1
1821,1,115.27,1,2,2,5,727.5,115.27,1
408,1,94.28,4,2,2,8,727.5,94.28,1
2051,1,45.02,1,2,1,4,727.5,45.02,1
453,1,182.01,4,2,3,9,727.5,182.01,1
1342,1,91.9,2,2,2,6,727.5,91.9,1
1102,1,287.01,3,2,3,8,727.5,287.01,1
1909,2,487.34,1,4,4,9,460.0,243.67,1
1040,1,20.11,3,2,1,6,727.5,20.11,1
110,1,72.95,4,2,1,7,727.5,72.95,0
1112,3,306.08000000000004,3,4,4,11,623.0,102.02666666666669,1
414,4,610.61,4,4,4,12,235.0,152.6525,1
1936,1,355.89,1,2,4,7,727.5,355.89,1
940,1,299.15,3,2,3,8,727.5,299.15,1
60,2,611.04,4,4,4,12,1557.0,305.52,0
412,2,628.8399999999999,4,4,4,12,2367.0,314.41999999999996,1
2442,1,286.34,1,2,3,6,727.5,286.34,1
145,1,106.02,4,2,2,8,727.5,106.02,0
302,3,510.93,4,4,4,12,504.0,170.31,1
1744,1,106.3,2,2,2,6,727.5,106.3,1
962,1,104.42,3,2,2,7,727.5,104.42,1
315,1,107.6,4,2,2,8,727.5,107.6,1
416,1,647.65,4,2,4,10,727.5,647.65,1
429,1,438.04,4,2,4,10,727.5,438.04,1
1354,1,264.54,2,2,3,7,727.5,264.54,1
1387,2,330.7,2,4,4,10,248.0,165.35,1
1100,1,46.0,3,2,1,6,727.5,46.0,1
2312,2,280.83000000000004,1,4,3,8,108.0,140.41500000000002,1
416,1,387.97,4,2,4,10,727.5,387.97,1
1694,1,136.55,2,2,2,6,727.5,136.55,1
1935,2,265.9,1,4,3,8,256.0,132.95,1
487,1,81.73,4,2,1,7,727.5,81.73,1
1264,3,524.8299999999999,2,4,4,10,724.0,174.9433333333333,1
1601,2,234.89,2,4,3,9,575.0,117.445,1
104,2,159.71,4,4,2,10,1121.0,79.855,0
226,1,75.63,4,2,1,7,727.5,75.63,1
175,2,96.36,4,4,2,10,2440.0,48.18,0
2109,3,631.78,1,4,4,9,348.0,210.59333333333333,1
2177,2,100.27,1,4,2,7,225.0,50.135,1
158,1,189.48,4,2,3,9,727.5,189.48,0
295,2,304.79,4,4,4,12,367.0,152.395,1
2402,1,54.64,1,2,1,4,727.5,54.64,1
2268,1,362.76,1,2,4,7,727.5,362.76,1
1097,1,203.72,3,2,3,8,727.5,203.72,1
1033,2,1230.34,3,4,4,11,1684.0,615.17,1
2212,1,124.27,1,2,2,5,727.5,124.27,1
1362,1,239.2,2,2,3,7,727.5,239.2,1
1486,1,150.44,2,2,2,6,727.5,150.44,1
1157,1,69.49,3,2,1,6,727.5,69.49,1
930,2,361.14,3,4,4,11,948.0,180.57,1
282,3,294.95,4,4,3,11,758.0,98.31666666666666,1
2666,1,284.39,1,2,3,6,727.5,284.39,1
1614,1,119.58,2,2,2,6,727.5,119.58,1
1556,1,64.81,2,2,1,5,727.5,64.81,1
59,3,319.53,4,4,4,12,728.0,106.50999999999999,0
2321,1,51.27,1,2,1,4,727.5,51.27,1
7,1,111.96,4,2,2,8,727.5,111.96,0
825,2,723.0,3,4,4,11,545.0,361.5,1
204,2,174.03,4,4,3,11,2053.0,87.015,1
2330,1,344.8,1,2,4,7,727.5,344.8,1
1576,1,214.54,2,2,3,7,727.5,214.54,1
1175,1,30.01,3,2,1,6,727.5,30.01,1
1830,1,33.03,1,3,1,5,727.5,33.03,1
173,1,273.9,4,3,3,10,727.5,273.9,0
2218,1,224.91,1,3,3,7,727.5,224.91,1
1162,1,210.68,3,3,3,9,727.5,210.68,1
320,2,151.16,4,4,2,10,678.0,75.58,1
394,1,67.13,4,3,1,8,727.5,67.13,1
91,1,145.21,4,3,2,9,727.5,145.21,0
1126,2,188.85000000000002,3,4,3,10,110.0,94.42500000000001,1
1847,1,74.05,1,3,1,5,727.5,74.05,1
568,1,180.9,4,3,3,10,727.5,180.9,1
788,1,82.82,3,3,1,7,727.5,82.82,1
1172,2,141.56,3,4,2,9,337.0,70.78,1
684,1,126.71,3,3,2,8,727.5,126.71,1
1592,1,70.06,2,3,1,6,727.5,70.06,1
1814,2,300.11,2,4,3,9,712.0,150.055,1
1164,1,74.81,3,3,1,7,727.5,74.81,1
238,2,248.05,4,4,3,11,254.0,124.025,1
1747,1,78.43,2,3,1,6,727.5,78.43,1
1510,1,420.66,2,3,4,9,727.5,420.66,1
2724,1,124.18,1,3,2,6,727.5,124.18,1
497,2,402.74,4,4,4,12,1131.0,201.37,1
1720,1,55.51,2,3,1,6,727.5,55.51,1
1019,1,43.87,3,3,1,7,727.5,43.87,1
273,1,112.72,4,3,2,9,727.5,112.72,1
391,1,114.36,4,3,2,9,727.5,114.36,1
862,2,244.55,3,4,3,10,805.0,122.275,1
1626,2,364.67,2,4,4,10,72.0,182.335,1
2099,2,328.23,1,4,4,9,556.0,164.115,1
688,1,299.71,3,3,3,9,727.5,299.71,1
1887,1,40.85,1,3,1,5,727.5,40.85,1
513,1,54.7,4,3,1,8,727.5,54.7,1
1537,2,185.26999999999998,2,4,3,9,1169.0,92.63499999999999,1
926,3,329.8,3,4,4,11,684.0,109.93333333333334,1
2466,1,73.93,1,3,1,5,727.5,73.93,1
1687,2,384.72,2,4,4,10,764.0,192.36,1
1554,2,66.79,2,4,1,7,720.0,33.395,1
2455,1,39.86,1,3,1,5,727.5,39.86,1
1700,1,151.33,2,3,2,7,727.5,151.33,1
1184,2,224.33999999999997,3,4,3,10,830.0,112.16999999999999,1
1362,1,88.1,2,3,2,7,727.5,88.1,1
262,1,367.5,4,3,4,11,727.5,367.5,1
923,1,174.66,3,3,3,9,727.5,174.66,1
1240,3,557.4100000000001,2,4,4,10,449.0,185.80333333333337,1
326,3,208.48000000000002,4,4,3,11,112.0,69.49333333333334,1
1559,1,167.22,2,3,2,7,727.5,167.22,1
1895,1,38.01,1,3,1,5,727.5,38.01,1
1771,1,134.45,2,3,2,7,727.5,134.45,1
1662,1,88.64,2,3,2,7,727.5,88.64,1
413,1,192.42,4,3,3,10,727.5,192.42,1
370,2,291.8,4,4,3,11,553.0,145.9,1
1360,2,282.68,2,4,3,9,487.0,141.34,1
212,2,432.03999999999996,4,4,4,12,1886.0,216.01999999999998,1
1654,1,28.37,2,3,1,6,727.5,28.37,1
2398,2,524.89,1,4,4,9,203.0,262.445,1
2612,1,282.43,1,3,3,7,727.5,282.43,1
190,1,126.6,4,3,2,9,727.5,126.6,1
925,2,279.65999999999997,3,4,3,10,106.0,139.82999999999998,1
2218,1,129.83,1,3,2,6,727.5,129.83,1
1558,2,320.05,2,4,4,10,1137.0,160.025,1
863,2,206.93,3,4,3,10,1307.0,103.465,1
1270,1,28.21,2,3,1,6,727.5,28.21,1
231,3,309.69,4,4,4,12,1154.0,103.23,1
1747,2,255.89,2,4,3,9,493.0,127.945,1
1227,1,158.41,3,3,2,8,727.5,158.41,1
176,1,70.12,4,3,1,8,727.5,70.12,0
1727,2,569.83,2,4,4,10,1.0,284.915,1
1116,2,257.12,3,4,3,10,486.0,128.56,1
1274,2,309.2,2,4,4,10,529.0,154.6,1
1827,1,16.51,1,3,1,5,727.5,16.51,1
1920,1,85.66,1,3,2,6,727.5,85.66,1
666,2,243.66,3,4,3,10,1566.0,121.83,1
973,2,618.59,3,4,4,11,813.0,309.295,1
2665,1,162.07,1,3,2,6,727.5,162.07,1
931,1,72.75,3,3,1,7,727.5,72.75,1
2268,1,128.54,1,3,2,6,727.5,128.54,1
938,1,287.23,3,3,3,9,727.5,287.23,1
227,3,281.26,4,4,3,11,632.0,93.75333333333333,1
2822,1,81.3,1,3,1,5,727.5,81.3,1
1706,1,141.37,2,3,2,7,727.5,141.37,1
2699,1,251.98,1,3,3,7,727.5,251.98,1
828,1,26.3,3,3,1,7,727.5,26.3,1
2361,1,257.24,1,3,3,7,727.5,257.24,1
344,1,38.27,4,3,1,8,727.5,38.27,1
2042,1,37.96,1,3,1,5,727.5,37.96,1
896,2,138.5,3,4,2,9,1106.0,69.25,1
230,2,181.54,4,4,3,11,1103.0,90.77,1
2584,1,191.42,1,3,3,7,727.5,191.42,1
1724,1,89.28,2,3,2,7,727.5,89.28,1
1145,1,109.19,3,3,2,8,727.5,109.19,1
890,1,483.97,3,3,4,10,727.5,483.97,1
570,4,538.49,3,4,4,11,523.0,134.6225,1
1027,1,34.26,3,3,1,7,727.5,34.26,1
663,1,144.98,3,3,2,8,727.5,144.98,1
747,2,293.52,3,4,3,10,1173.0,146.76,1
2221,1,23.24,1,3,1,5,727.5,23.24,1
149,1,47.58,4,3,1,8,727.5,47.58,0
151,1,24.99,4,3,1,8,727.5,24.99,0
1958,1,230.97,1,3,3,7,727.5,230.97,1
2400,1,679.9,1,3,4,8,727.5,679.9,1
1608,1,28.59,2,3,1,6,727.5,28.59,1
1808,1,245.03,2,3,3,8,727.5,245.03,1
1882,1,119.06,1,3,2,6,727.5,119.06,1
1791,2,293.16,2,4,3,9,169.0,146.58,1
2537,1,214.4,1,3,3,7,727.5,214.4,1
253,1,267.85,4,3,3,10,727.5,267.85,1
12,2,362.59000000000003,4,4,4,12,1575.0,181.29500000000002,0
543,2,144.76999999999998,4,4,2,10,1750.0,72.38499999999999,1
1670,2,294.76,2,4,3,9,36.0,147.38,1
1685,1,81.74,2,3,1,6,727.5,81.74,1
1525,1,270.49,2,3,3,8,727.5,270.49,1
2705,1,23.58,1,3,1,5,727.5,23.58,1
1074,2,926.1500000000001,3,4,4,11,328.0,463.07500000000005,1
1399,2,242.23,2,4,3,9,261.0,121.115,1
452,2,596.4200000000001,4,4,4,12,310.0,298.21000000000004,1
966,2,367.49,3,4,4,11,396.0,183.745,1
1722,1,143.88,2,3,2,7,727.5,143.88,1
406,1,114.55,4,3,2,9,727.5,114.55,1
2413,1,64.44,1,3,1,5,727.5,64.44,1
2523,1,139.03,1,3,2,6,727.5,139.03,1
931,3,188.73000000000002,3,4,3,10,295.0,62.910000000000004,1
600,2,297.7,3,4,3,10,1616.0,148.85,1
664,2,94.78,3,4,2,9,1851.0,47.39,1
434,3,541.63,4,4,4,12,861.0,180.54333333333332,1
2724,1,219.18,1,3,3,7,727.5,219.18,1
466,2,243.32,4,4,3,11,1657.0,121.66,1
2303,2,308.45,1,4,4,9,1.0,154.225,1
553,1,40.27,4,3,1,8,727.5,40.27,1
1632,1,56.31,2,3,1,6,727.5,56.31,1
701,1,75.77,3,3,1,7,727.5,75.77,1
2682,1,14.75,1,3,1,5,727.5,14.75,1
489,1,52.88,4,3,1,8,727.5,52.88,1
2730,1,368.2,1,3,4,8,727.5,368.2,1
791,1,42.5,3,3,1,7,727.5,42.5,1
304,1,75.83,4,3,1,8,727.5,75.83,1
597,4,344.05,3,4,4,11,443.0,86.0125,1
1495,1,115.69,2,3,2,7,727.5,115.69,1
1407,1,115.32,2,3,2,7,727.5,115.32,1
700,1,80.15,3,3,1,7,727.5,80.15,1
1254,1,44.27,2,3,1,6,727.5,44.27,1
45,3,214.48000000000002,4,4,3,11,797.0,71.49333333333334,0
1048,2,242.0,3,4,3,10,27.0,121.0,1
1624,1,504.0,2,3,4,9,727.5,504.0,1
333,1,113.16,4,3,2,9,727.5,113.16,1
2054,1,205.57,1,3,3,7,727.5,205.57,1
1448,1,81.41,2,3,1,6,727.5,81.41,1
1801,2,617.17,2,4,4,10,467.0,308.585,1
1311,1,62.53,2,3,1,6,727.5,62.53,1
315,2,165.89,4,4,2,10,1985.0,82.945,1
1792,1,320.17,2,3,4,9,727.5,320.17,1
1034,3,316.28,3,4,4,11,579.0,105.42666666666666,1
