return_id,order_id,order_item_id,return_date,return_reason_code,item_condition,processing_outcome,return_channel,refund_amount,restocking_fee
34049,473791,1000801,2023-03-17 15:17:40,size_fit_issue,new,resold_outlet,store_dropoff,26.55,0.16
34050,473793,1000807,2020-01-18 02:28:33,changed_mind,new,scrapped,mail_back,21.82,0.22
34051,473804,1000836,2018-09-14 16:47:42,late_delivery,new,restocked,courier_pickup,11.16,0.08
34052,473809,1000849,2019-11-13 15:39:45,fraudulent_claim,used_lightly,resold_outlet,mail_back,52.92,0.48
34053,473817,1000866,2021-11-11 14:33:23,wrong_item_sent,new,restocked,mail_back,141.78,3.06
34054,473855,1000952,2023-11-13 03:28:58,changed_mind,used_lightly,restocked,store_dropoff,106.61,0.21
34055,473864,1000977,2020-06-27 08:52:14,changed_mind,new,restocked,mail_back,10.21,0.29
34056,473882,1001014,2022-10-18 05:55:19,late_delivery,new,resold_outlet,mail_back,20.41,0.5
34057,473889,1001033,2021-05-27 07:35:02,changed_mind,new,restocked,courier_pickup,13.41,0.05
34058,473891,1001038,2024-02-14 16:15:13,size_fit_issue,used_lightly,restocked,mail_back,17.78,0.2
34059,473892,1001042,2023-10-20 15:35:32,late_delivery,damaged,restocked,store_dropoff,51.64,1.2
34060,473917,1001093,2022-04-02 04:39:45,late_delivery,used_lightly,restocked,courier_pickup,111.1,0.82
34061,473938,1001134,2025-03-20 03:39:06,changed_mind,new,resold_outlet,store_dropoff,13.84,0.34
34062,473940,1001138,2018-09-03 19:37:48,changed_mind,used_lightly,restocked,store_dropoff,12.86,0.04
34063,473963,1001197,2021-08-09 19:23:49,late_delivery,used_lightly,restocked,courier_pickup,15.96,0.47
34064,473974,1001229,2024-03-20 03:23:21,changed_mind,used_lightly,restocked,store_dropoff,151.13,3.3
34065,473984,1001254,2025-08-04 21:19:59,changed_mind,new,resold_outlet,mail_back,42.31,0.24
34066,473989,1001262,2024-12-31 09:36:54,faulty_item,new,scrapped,mail_back,102.71,1.04
34067,473992,1001269,2022-07-05 20:57:47,changed_mind,used_lightly,restocked,mail_back,32.78,0.6
34068,474003,1001289,2024-01-30 20:43:24,size_fit_issue,new,scrapped,mail_back,47.35,0.86
34069,474044,1001381,2021-07-13 10:27:04,faulty_item,new,scrapped,courier_pickup,60.14,1.26
34070,474050,1001390,2022-04-16 15:51:10,damaged_in_transit,new,scrapped,mail_back,101.82,1.22
34071,474072,1001432,2019-12-29 07:47:26,damaged_in_transit,used_lightly,restocked,mail_back,7.71,0.23
34072,474117,1001525,2018-09-17 04:15:18,damaged_in_transit,new,restocked,mail_back,13.88,0.28
34073,474117,1001527,2018-11-20 04:15:18,size_fit_issue,damaged,restocked,courier_pickup,20.3,0.09
34074,474130,1001559,2024-11-27 21:04:49,fraudulent_claim,new,resold_outlet,store_dropoff,68.54,0.2
34075,474139,1001580,2020-02-14 20:15:30,wrong_item_sent,new,restocked,store_dropoff,43.22,0.63
34076,474141,1001584,2021-08-22 18:24:08,damaged_in_transit,used_lightly,restocked,courier_pickup,36.44,0.4
34077,474217,1001747,2022-06-09 01:45:26,late_delivery,new,resold_outlet,mail_back,21.29,0.13
34078,474229,1001776,2021-11-11 16:04:30,damaged_in_transit,new,scrapped,mail_back,44.52,0.06
34079,474270,1001854,2024-12-06 02:31:53,size_fit_issue,used_lightly,restocked,mail_back,24.55,0.15
34080,474276,1001870,2021-12-16 07:31:32,size_fit_issue,new,scrapped,mail_back,39.74,0.99
34081,474291,1001892,2020-01-05 02:33:29,size_fit_issue,used_lightly,restocked,mail_back,7.57,0.11
34082,474317,1001952,2022-12-04 23:21:08,size_fit_issue,used_lightly,restocked,courier_pickup,67.73,1.52
34083,474323,1001969,2024-10-25 02:36:36,fraudulent_claim,used_lightly,restocked,mail_back,43.33,0.09
34084,474333,1001998,2025-06-08 12:10:07,size_fit_issue,damaged,restocked,mail_back,35.12,0.17
34085,474353,1002039,2023-01-16 08:03:40,damaged_in_transit,new,restocked,mail_back,14.28,0.12
34086,474357,1002049,2020-05-23 20:15:03,faulty_item,new,scrapped,mail_back,31.93,0.81
34087,474385,1002101,2022-02-24 05:32:04,size_fit_issue,new,restocked,courier_pickup,36.3,0.1
34088,474397,1002120,2021-04-29 08:03:08,changed_mind,new,resold_outlet,store_dropoff,9.0,0.11
34089,474421,1002173,2024-08-06 00:34:22,changed_mind,damaged,scrapped,mail_back,37.96,1.12
34090,474424,1002183,2021-11-06 04:06:52,changed_mind,damaged,restocked,mail_back,20.38,0.17
34091,474465,1002273,2023-11-11 00:51:29,wrong_item_sent,new,resold_outlet,store_dropoff,7.4,0.0
34092,474495,1002340,2024-04-19 18:38:31,wrong_item_sent,used_lightly,resold_outlet,mail_back,37.72,1.09
34093,474506,1002364,2022-03-15 15:33:34,wrong_item_sent,used_lightly,restocked,mail_back,40.73,0.95
34094,474542,1002439,2025-08-24 18:56:38,fraudulent_claim,damaged,restocked,courier_pickup,73.94,0.65
34095,474543,1002441,2024-03-09 12:33:45,late_delivery,used_lightly,resold_outlet,mail_back,63.7,0.71
34096,474553,1002464,2024-10-12 16:41:58,faulty_item,used_lightly,restocked,store_dropoff,410.01,9.47
34097,474564,1002485,2022-06-29 05:30:46,late_delivery,new,restocked,courier_pickup,13.98,0.1
34098,474569,1002495,2024-03-28 21:03:55,late_delivery,new,resold_outlet,mail_back,43.61,1.1
34099,474616,1002594,2023-08-30 12:05:53,wrong_item_sent,new,restocked,mail_back,24.2,0.68
34100,474651,1002670,2019-09-04 05:06:33,size_fit_issue,new,resold_outlet,mail_back,31.85,0.58
34101,474670,1002707,2021-11-11 16:34:52,size_fit_issue,new,restocked,courier_pickup,30.77,0.63
34102,474678,1002728,2023-04-09 13:09:34,wrong_item_sent,new,resold_outlet,mail_back,16.84,0.01
34103,474689,1002749,2021-08-05 03:38:41,wrong_item_sent,damaged,scrapped,courier_pickup,21.68,0.5
34104,474690,1002750,2023-11-07 10:23:04,damaged_in_transit,new,restocked,mail_back,73.4,1.0
34105,474704,1002788,2020-12-11 10:46:19,late_delivery,used_lightly,resold_outlet,store_dropoff,71.82,0.94
34106,474716,1002812,2019-02-20 15:56:26,damaged_in_transit,used_lightly,restocked,store_dropoff,31.18,0.47
34107,474764,1002902,2021-08-19 05:32:20,wrong_item_sent,used_lightly,restocked,mail_back,55.16,0.72
34108,474784,1002936,2023-06-28 08:54:14,changed_mind,new,scrapped,store_dropoff,52.07,1.16
34109,474789,1002949,2021-08-19 07:01:44,size_fit_issue,used_lightly,restocked,courier_pickup,8.6,0.18
34110,474805,1002983,2020-02-24 03:43:34,size_fit_issue,used_lightly,restocked,mail_back,20.43,0.46
34111,474806,1002984,2021-05-08 15:53:08,late_delivery,used_lightly,resold_outlet,mail_back,37.78,0.76
34112,474809,1002992,2019-06-27 13:02:28,changed_mind,used_lightly,restocked,courier_pickup,6.87,0.17
34113,474814,1003003,2022-07-19 22:52:33,faulty_item,used_lightly,resold_outlet,mail_back,33.99,0.7
34114,474824,1003030,2023-04-13 07:10:20,size_fit_issue,used_lightly,restocked,courier_pickup,30.38,0.57
34115,474832,1003047,2023-12-15 08:26:48,size_fit_issue,used_lightly,restocked,mail_back,25.7,0.61
34116,474843,1003070,2019-06-13 21:21:04,damaged_in_transit,new,resold_outlet,mail_back,38.21,1.01
34117,474848,1003082,2021-10-10 02:59:57,changed_mind,new,restocked,mail_back,9.73,0.02
34118,474848,1003083,2021-09-19 02:59:57,size_fit_issue,used_lightly,restocked,mail_back,193.2,0.71
34119,474851,1003087,2022-10-08 07:16:56,wrong_item_sent,new,restocked,store_dropoff,16.76,0.12
34120,474855,1003095,2023-09-02 21:13:49,fraudulent_claim,new,resold_outlet,mail_back,384.83,9.13
34121,474865,1003116,2021-09-07 02:16:38,fraudulent_claim,new,resold_outlet,mail_back,70.97,0.0
34122,474871,1003129,2019-03-27 02:55:31,faulty_item,new,resold_outlet,mail_back,43.48,1.08
34123,474872,1003132,2024-04-18 01:59:24,damaged_in_transit,used_lightly,restocked,courier_pickup,33.54,0.46
34124,474880,1003155,2018-09-25 01:12:23,size_fit_issue,new,restocked,mail_back,87.01,2.25
34125,474888,1003170,2019-07-09 14:18:42,late_delivery,new,scrapped,mail_back,9.14,0.23
34126,474924,1003247,2022-07-21 03:03:03,size_fit_issue,used_lightly,restocked,mail_back,1579.74,30.04
34127,474953,1003314,2023-07-14 22:03:01,changed_mind,new,restocked,mail_back,236.31,0.85
34128,474964,1003342,2020-04-30 11:36:37,size_fit_issue,used_lightly,restocked,mail_back,15.27,0.17
34129,474981,1003366,2020-07-13 01:59:37,late_delivery,used_lightly,restocked,courier_pickup,26.6,0.73
34130,474984,1003371,2022-03-21 12:36:11,damaged_in_transit,new,restocked,mail_back,30.21,0.0
34131,474994,1003394,2021-10-03 16:57:25,damaged_in_transit,used_lightly,restocked,mail_back,35.03,0.19
34132,475005,1003414,2021-12-20 19:54:53,fraudulent_claim,damaged,restocked,mail_back,20.51,0.43
34133,475010,1003432,2019-01-15 10:03:46,fraudulent_claim,used_lightly,resold_outlet,mail_back,63.4,0.21
34134,475036,1003491,2019-06-18 05:42:22,wrong_item_sent,new,scrapped,courier_pickup,12.37,0.03
34135,475054,1003526,2023-08-27 13:49:43,wrong_item_sent,used_lightly,scrapped,courier_pickup,41.5,0.39
34136,475060,1003539,2022-01-27 03:35:09,faulty_item,used_lightly,scrapped,courier_pickup,14.15,0.13
34137,475068,1003556,2024-09-02 09:30:28,size_fit_issue,used_lightly,resold_outlet,mail_back,22.11,0.31
34138,475071,1003564,2025-02-23 12:30:37,faulty_item,used_lightly,restocked,courier_pickup,28.45,0.36
34139,475072,1003566,2024-06-05 20:16:43,late_delivery,damaged,resold_outlet,mail_back,35.99,0.95
34140,475084,1003588,2023-06-13 22:43:59,fraudulent_claim,used_lightly,scrapped,mail_back,30.35,0.14
34141,475090,1003599,2018-07-25 20:25:24,changed_mind,new,restocked,courier_pickup,9.39,0.16
34142,475095,1003608,2020-11-23 12:19:56,size_fit_issue,used_lightly,restocked,mail_back,18.13,0.52
34143,475114,1003657,2018-09-28 11:52:24,wrong_item_sent,new,resold_outlet,mail_back,25.25,0.06
34144,475114,1003658,2018-09-03 11:52:24,wrong_item_sent,used_lightly,restocked,courier_pickup,42.13,0.38
34145,475124,1003677,2025-04-06 10:31:12,faulty_item,new,scrapped,store_dropoff,24.73,0.1
34146,475133,1003694,2023-09-03 21:42:07,wrong_item_sent,used_lightly,scrapped,courier_pickup,183.9,1.11
34147,475136,1003700,2023-09-28 02:43:28,late_delivery,new,restocked,store_dropoff,38.99,0.83
34148,475143,1003715,2018-03-21 23:35:56,changed_mind,used_lightly,restocked,courier_pickup,15.35,0.25
34149,475160,1003757,2021-03-30 08:12:50,damaged_in_transit,used_lightly,restocked,mail_back,10.07,0.25
34150,475173,1003783,2022-10-10 22:13:26,fraudulent_claim,new,restocked,mail_back,115.38,3.37
34151,475179,1003795,2019-03-25 21:49:23,faulty_item,used_lightly,resold_outlet,courier_pickup,10.47,0.27
34152,475196,1003830,2022-07-07 05:13:45,damaged_in_transit,new,restocked,store_dropoff,49.73,0.02
34153,475203,1003845,2020-08-24 06:14:27,faulty_item,used_lightly,restocked,courier_pickup,113.21,1.24
34154,475230,1003904,2024-02-19 15:37:35,wrong_item_sent,new,scrapped,mail_back,80.6,2.24
34155,475231,1003907,2018-02-19 11:23:34,fraudulent_claim,new,scrapped,mail_back,35.41,0.91
34156,475258,1003969,2024-08-16 12:22:49,fraudulent_claim,new,restocked,mail_back,38.31,0.55
34157,475276,1004016,2023-07-14 23:18:27,damaged_in_transit,new,restocked,mail_back,13.01,0.2
34158,475294,1004044,2023-10-07 08:33:19,damaged_in_transit,new,resold_outlet,courier_pickup,31.24,0.57
34159,475295,1004045,2023-12-03 10:05:24,changed_mind,used_lightly,restocked,courier_pickup,66.6,1.94
34160,475305,1004067,2021-01-06 03:55:17,late_delivery,used_lightly,restocked,mail_back,25.9,0.69
34161,475313,1004083,2024-09-18 14:32:03,changed_mind,new,scrapped,mail_back,24.47,0.6
34162,475328,1004120,2021-04-13 12:19:29,faulty_item,used_lightly,restocked,mail_back,37.62,0.05
34163,475331,1004130,2019-01-29 14:16:35,faulty_item,new,scrapped,store_dropoff,23.43,0.21
34164,475335,1004141,2020-07-13 08:49:04,late_delivery,used_lightly,restocked,mail_back,48.36,1.35
34165,475336,1004143,2021-09-20 10:31:07,wrong_item_sent,new,scrapped,mail_back,53.1,0.36
34166,475341,1004159,2023-10-26 10:20:28,size_fit_issue,used_lightly,resold_outlet,store_dropoff,29.13,0.65
34167,475354,1004191,2025-07-16 14:38:40,damaged_in_transit,new,restocked,mail_back,54.56,1.32
34168,475362,1004208,2021-11-15 11:45:19,faulty_item,new,resold_outlet,courier_pickup,19.67,0.25
34169,475380,1004242,2025-02-16 19:14:45,damaged_in_transit,used_lightly,restocked,courier_pickup,26.65,0.54
34170,475405,1004292,2021-10-12 17:24:43,faulty_item,new,restocked,mail_back,20.0,0.42
34171,475409,1004302,2023-11-22 17:56:21,damaged_in_transit,new,restocked,courier_pickup,25.06,0.12
34172,475427,1004331,2019-09-26 13:45:01,size_fit_issue,new,restocked,mail_back,357.85,3.28
34173,475450,1004384,2024-10-04 18:30:30,size_fit_issue,new,scrapped,courier_pickup,35.99,1.04
34174,475527,1004542,2025-04-19 09:23:45,damaged_in_transit,new,restocked,store_dropoff,23.15,0.24
34175,475599,1004693,2020-02-05 06:45:23,late_delivery,new,restocked,mail_back,22.85,0.22
34176,475643,1004776,2021-09-24 00:19:52,changed_mind,new,restocked,mail_back,21.78,0.53
34177,475693,1004869,2025-05-02 23:05:35,changed_mind,new,restocked,courier_pickup,7.25,0.18
34178,475698,1004879,2019-09-15 13:27:42,fraudulent_claim,new,resold_outlet,mail_back,17.96,0.41
34179,475722,1004933,2023-05-31 17:22:16,fraudulent_claim,new,scrapped,mail_back,150.4,1.04
34180,475730,1004947,2018-06-08 05:19:55,faulty_item,used_lightly,restocked,mail_back,23.03,0.32
34181,475736,1004962,2020-05-10 06:23:47,fraudulent_claim,new,restocked,mail_back,67.65,0.54
34182,475747,1004986,2022-09-25 01:56:01,late_delivery,used_lightly,restocked,mail_back,60.11,0.7
34183,475772,1005034,2024-04-19 15:09:28,late_delivery,used_lightly,restocked,mail_back,10.31,0.13
34184,475773,1005036,2019-12-21 16:15:38,faulty_item,used_lightly,restocked,store_dropoff,16.01,0.21
34185,475774,1005040,2025-05-08 23:40:57,changed_mind,used_lightly,resold_outlet,mail_back,44.06,0.82
34186,475798,1005085,2021-01-28 10:21:39,fraudulent_claim,damaged,restocked,mail_back,48.75,1.25
34187,475799,1005086,2024-11-10 05:43:24,damaged_in_transit,new,restocked,mail_back,31.24,0.65
34188,475800,1005089,2025-08-18 07:49:01,wrong_item_sent,new,restocked,mail_back,62.51,0.23
34189,475805,1005100,2025-09-23 04:37:36,faulty_item,new,restocked,mail_back,106.63,2.76
34190,475807,1005105,2024-07-20 19:01:38,faulty_item,used_lightly,restocked,mail_back,74.46,0.21
34191,475811,1005112,2023-09-25 14:35:31,faulty_item,new,resold_outlet,courier_pickup,28.38,0.57
34192,475818,1005125,2020-10-28 21:23:01,changed_mind,new,restocked,courier_pickup,20.61,0.55
34193,475831,1005154,2022-02-23 08:01:12,wrong_item_sent,new,scrapped,mail_back,29.36,0.78
34194,475837,1005170,2023-12-08 11:21:34,size_fit_issue,new,restocked,mail_back,88.74,1.23
34195,475852,1005200,2021-05-04 03:09:40,fraudulent_claim,damaged,restocked,mail_back,37.41,0.86
34196,475869,1005239,2023-01-11 15:06:28,wrong_item_sent,new,resold_outlet,mail_back,38.1,0.65
34197,475871,1005243,2021-10-08 04:34:07,wrong_item_sent,new,resold_outlet,mail_back,13.9,0.29
34198,475897,1005296,2025-06-06 06:55:29,fraudulent_claim,damaged,restocked,store_dropoff,13.26,0.38
34199,475901,1005304,2020-05-25 13:23:31,changed_mind,new,restocked,courier_pickup,7.84,0.19
34200,475933,1005368,2021-06-05 06:24:30,fraudulent_claim,new,restocked,courier_pickup,45.78,0.68
34201,475934,1005370,2018-11-14 23:29:09,faulty_item,new,resold_outlet,mail_back,21.54,0.05
34202,475956,1005408,2018-09-16 04:53:31,wrong_item_sent,used_lightly,restocked,mail_back,115.03,1.19
34203,475982,1005463,2023-02-26 01:30:01,fraudulent_claim,damaged,restocked,mail_back,14.94,0.13
34204,476012,1005526,2025-10-21 10:33:41,wrong_item_sent,used_lightly,restocked,mail_back,88.93,0.79
34205,476016,1005533,2019-12-04 19:09:23,changed_mind,new,resold_outlet,store_dropoff,115.14,3.06
34206,476034,1005567,2020-10-20 17:33:38,late_delivery,new,scrapped,mail_back,29.86,0.64
34207,476045,1005592,2021-02-08 23:40:41,damaged_in_transit,used_lightly,restocked,courier_pickup,27.31,0.11
34208,476050,1005605,2022-06-07 17:00:52,size_fit_issue,used_lightly,restocked,courier_pickup,48.71,1.21
34209,476052,1005609,2019-11-13 23:49:22,late_delivery,new,scrapped,courier_pickup,37.03,0.41
34210,476111,1005735,2020-11-21 19:50:30,faulty_item,new,restocked,mail_back,31.34,0.09
34211,476114,1005745,2025-05-03 18:55:32,fraudulent_claim,new,scrapped,mail_back,29.26,0.85
34212,476115,1005746,2023-05-06 15:26:56,changed_mind,new,scrapped,mail_back,121.14,0.22
34213,476118,1005752,2023-12-24 09:43:43,fraudulent_claim,new,restocked,mail_back,48.15,0.02
34214,476120,1005755,2019-03-18 06:17:20,changed_mind,used_lightly,scrapped,mail_back,50.61,1.23
34215,476123,1005762,2020-01-17 19:39:12,fraudulent_claim,new,resold_outlet,mail_back,85.64,1.59
34216,476126,1005766,2019-04-01 03:17:04,late_delivery,new,restocked,store_dropoff,21.88,0.36
34217,476208,1005925,2018-06-14 10:22:51,damaged_in_transit,used_lightly,scrapped,store_dropoff,12.07,0.16
34218,476215,1005937,2023-02-13 02:04:12,damaged_in_transit,new,restocked,store_dropoff,27.48,0.34
34219,476215,1005938,2023-02-04 02:04:12,changed_mind,new,restocked,courier_pickup,3206.85,0.88
34220,476226,1005964,2019-04-13 04:24:33,wrong_item_sent,new,resold_outlet,mail_back,37.14,0.87
34221,476256,1006038,2023-10-13 06:16:00,late_delivery,used_lightly,scrapped,courier_pickup,36.65,0.76
34222,476272,1006074,2024-09-17 00:44:06,size_fit_issue,new,restocked,mail_back,175.79,4.23
34223,476276,1006082,2021-10-16 08:36:13,changed_mind,damaged,restocked,mail_back,28.67,0.34
34224,476298,1006130,2025-07-15 08:08:00,late_delivery,used_lightly,resold_outlet,mail_back,19.23,0.57
34225,476305,1006143,2019-01-24 08:37:25,damaged_in_transit,used_lightly,restocked,mail_back,28.83,0.05
34226,476307,1006149,2019-07-16 11:44:20,wrong_item_sent,used_lightly,restocked,store_dropoff,37.18,0.78
34227,476310,1006153,2025-04-11 15:52:21,fraudulent_claim,damaged,resold_outlet,mail_back,28.59,0.61
34228,476332,1006201,2018-06-06 01:56:04,fraudulent_claim,used_lightly,scrapped,mail_back,29.58,0.79
34229,476338,1006214,2022-04-19 00:29:49,late_delivery,new,restocked,courier_pickup,27.5,0.17
34230,476396,1006320,2020-02-17 23:45:09,changed_mind,new,restocked,store_dropoff,28.26,0.05
34231,476399,1006325,2021-05-30 07:12:00,wrong_item_sent,used_lightly,restocked,mail_back,17.37,0.34
34232,476404,1006336,2021-02-19 12:51:44,changed_mind,damaged,resold_outlet,courier_pickup,135.04,3.83
34233,476422,1006369,2024-04-30 02:17:20,wrong_item_sent,damaged,resold_outlet,mail_back,42.28,0.03
34234,476425,1006373,2025-06-21 10:13:08,changed_mind,new,restocked,courier_pickup,23.75,0.7
34235,476457,1006438,2024-04-15 18:55:19,faulty_item,used_lightly,resold_outlet,mail_back,26.54,0.46
34236,476489,1006504,2018-05-23 22:39:31,fraudulent_claim,damaged,restocked,mail_back,20.06,0.29
34237,476497,1006525,2023-12-05 20:37:59,changed_mind,used_lightly,scrapped,courier_pickup,18.05,0.26
34238,476498,1006529,2018-08-01 04:21:22,late_delivery,new,scrapped,mail_back,103.71,2.16
34239,476504,1006546,2021-10-06 00:10:51,wrong_item_sent,used_lightly,scrapped,courier_pickup,8.17,0.07
34240,476518,1006582,2022-01-22 04:15:44,late_delivery,new,scrapped,mail_back,25.33,0.16
34241,476545,1006644,2021-03-28 21:52:23,damaged_in_transit,new,restocked,store_dropoff,361.43,2.58
34242,476548,1006650,2020-08-01 22:26:18,changed_mind,new,restocked,mail_back,32.31,0.08
34243,476576,1006719,2021-01-29 04:55:10,fraudulent_claim,new,restocked,mail_back,19.92,0.17
34244,476577,1006720,2023-07-15 17:42:28,fraudulent_claim,new,restocked,mail_back,27.71,0.62
34245,476596,1006762,2021-10-18 07:55:20,size_fit_issue,new,restocked,store_dropoff,63.34,1.61
34246,476622,1006826,2018-04-02 04:59:35,size_fit_issue,used_lightly,scrapped,mail_back,26.06,0.27
34247,476641,1006857,2019-06-01 12:33:06,late_delivery,new,restocked,store_dropoff,19.23,0.13
34248,476646,1006865,2020-07-09 12:25:16,damaged_in_transit,used_lightly,resold_outlet,courier_pickup,19.2,0.43
34249,476653,1006883,2018-04-26 13:52:51,faulty_item,new,scrapped,mail_back,45.84,0.85
34250,476666,1006911,2019-07-02 09:14:25,changed_mind,damaged,restocked,store_dropoff,27.44,0.23
34251,476698,1006977,2021-01-15 06:13:26,size_fit_issue,new,resold_outlet,courier_pickup,170.12,2.9
34252,476720,1007021,2018-11-04 19:07:02,fraudulent_claim,used_lightly,scrapped,courier_pickup,341.93,9.8
34253,476724,1007027,2019-02-10 03:07:40,size_fit_issue,new,restocked,mail_back,44.52,0.83
34254,476741,1007072,2024-07-21 07:12:48,size_fit_issue,used_lightly,scrapped,mail_back,45.77,0.34
34255,476746,1007083,2018-05-31 00:50:10,changed_mind,new,scrapped,mail_back,11.67,0.05
34256,476764,1007119,2023-12-09 06:51:29,damaged_in_transit,new,resold_outlet,mail_back,133.53,1.1
34257,476776,1007149,2019-03-31 06:22:59,wrong_item_sent,new,resold_outlet,mail_back,34.83,0.16
34258,476818,1007242,2021-04-21 11:31:04,late_delivery,new,restocked,store_dropoff,19.94,0.58
34259,476818,1007243,2021-03-15 11:31:04,size_fit_issue,new,restocked,mail_back,44.81,0.75
34260,476823,1007248,2024-03-16 08:56:26,changed_mind,used_lightly,scrapped,mail_back,15.95,0.25
34261,476836,1007272,2021-12-08 17:15:18,late_delivery,new,restocked,mail_back,17.38,0.33
34262,476847,1007293,2020-08-12 15:31:17,wrong_item_sent,new,restocked,courier_pickup,28.81,0.54
34263,476854,1007305,2018-07-30 08:34:26,changed_mind,used_lightly,resold_outlet,mail_back,35.48,0.59
34264,476870,1007341,2024-10-27 01:14:45,late_delivery,new,scrapped,mail_back,27.49,0.12
34265,476873,1007347,2025-04-02 03:18:02,size_fit_issue,new,restocked,store_dropoff,442.7,9.39
34266,476888,1007381,2024-07-05 19:36:58,changed_mind,used_lightly,resold_outlet,courier_pickup,21.53,0.64
34267,476894,1007395,2025-12-03 14:36:29,size_fit_issue,damaged,scrapped,mail_back,26.79,0.13
34268,476927,1007466,2018-10-03 21:54:41,size_fit_issue,used_lightly,scrapped,mail_back,45.51,1.02
34269,476928,1007468,2019-05-28 06:26:56,wrong_item_sent,new,scrapped,mail_back,42.74,0.11
34270,476945,1007499,2021-10-22 16:53:33,changed_mind,new,scrapped,mail_back,17.76,0.1
34271,476947,1007505,2022-09-29 20:20:28,damaged_in_transit,used_lightly,restocked,mail_back,31.74,0.79
34272,476973,1007569,2021-07-05 16:55:07,size_fit_issue,new,scrapped,mail_back,28.66,0.3
34273,476977,1007580,2022-05-02 14:54:31,wrong_item_sent,new,restocked,store_dropoff,49.6,0.71
34274,476978,1007582,2020-01-15 11:58:55,late_delivery,used_lightly,restocked,courier_pickup,89.45,2.41
34275,476994,1007615,2020-01-07 23:18:00,fraudulent_claim,new,restocked,store_dropoff,140.17,3.05
34276,477010,1007651,2024-07-14 01:35:15,size_fit_issue,new,restocked,mail_back,27.9,0.53
34277,477012,1007655,2023-12-09 07:21:19,late_delivery,new,scrapped,mail_back,25.2,0.11
34278,477042,1007714,2018-02-08 10:09:27,faulty_item,new,resold_outlet,mail_back,12.64,0.1
34279,477046,1007721,2024-06-28 20:13:16,faulty_item,used_lightly,resold_outlet,mail_back,57.24,1.36
34280,477047,1007723,2019-04-16 21:48:03,size_fit_issue,damaged,restocked,courier_pickup,249.77,2.23
34281,477062,1007763,2020-12-20 20:20:18,faulty_item,new,restocked,store_dropoff,620.44,4.03
34282,477067,1007772,2018-04-03 16:43:13,changed_mind,new,resold_outlet,courier_pickup,23.22,0.08
34283,477068,1007776,2021-08-31 00:53:43,damaged_in_transit,used_lightly,restocked,mail_back,24.69,0.51
34284,477094,1007831,2022-05-29 03:49:01,late_delivery,new,restocked,mail_back,39.53,0.85
34285,477111,1007866,2019-06-29 17:17:27,size_fit_issue,new,restocked,mail_back,35.2,0.76
34286,477155,1007948,2021-10-30 05:35:08,late_delivery,damaged,restocked,mail_back,21.12,0.57
34287,477173,1007992,2018-09-06 00:37:25,changed_mind,damaged,resold_outlet,store_dropoff,16.3,0.46
34288,477179,1008003,2023-05-01 12:15:41,late_delivery,damaged,restocked,courier_pickup,174.21,1.45
34289,477199,1008040,2020-02-23 00:05:14,late_delivery,used_lightly,scrapped,courier_pickup,33.15,0.53
34290,477221,1008081,2019-02-25 20:29:14,changed_mind,damaged,restocked,courier_pickup,15.95,0.41
34291,477226,1008091,2023-05-02 12:10:20,late_delivery,new,restocked,mail_back,19.7,0.47
34292,477228,1008096,2024-07-26 19:50:32,faulty_item,used_lightly,resold_outlet,mail_back,43.38,0.12
34293,477251,1008152,2024-06-08 19:15:49,damaged_in_transit,new,restocked,mail_back,141.41,1.85
34294,477265,1008178,2019-02-19 23:56:09,changed_mind,new,scrapped,mail_back,26.99,0.37
34295,477299,1008237,2025-04-03 20:23:58,fraudulent_claim,new,scrapped,mail_back,21.36,0.1
34296,477317,1008277,2023-07-31 08:40:24,changed_mind,new,resold_outlet,mail_back,14.06,0.19
34297,477319,1008279,2018-09-08 18:19:46,wrong_item_sent,new,scrapped,mail_back,30.21,0.86
34298,477319,1008281,2018-09-10 18:19:46,wrong_item_sent,new,scrapped,mail_back,19.93,0.59
34299,477332,1008311,2023-08-30 09:52:47,wrong_item_sent,used_lightly,scrapped,mail_back,1410.26,33.54
34300,477402,1008462,2025-01-12 10:03:28,damaged_in_transit,used_lightly,scrapped,mail_back,40.55,0.87
34301,477426,1008508,2023-01-27 13:09:36,damaged_in_transit,used_lightly,restocked,mail_back,81.17,1.96
34302,477427,1008509,2024-05-09 06:57:58,damaged_in_transit,new,scrapped,courier_pickup,48.52,0.88
34303,477434,1008526,2024-06-18 00:20:38,fraudulent_claim,new,restocked,mail_back,395.34,4.43
34304,477439,1008538,2025-08-31 09:18:42,size_fit_issue,damaged,scrapped,courier_pickup,31.88,0.4
34305,477439,1008540,2025-06-27 09:18:42,size_fit_issue,new,resold_outlet,mail_back,16.24,0.06
34306,477443,1008548,2023-03-12 17:22:42,faulty_item,used_lightly,restocked,store_dropoff,310.49,3.9
34307,477453,1008576,2024-10-04 04:01:14,fraudulent_claim,used_lightly,restocked,store_dropoff,34.71,0.16
34308,477477,1008621,2020-05-01 21:43:41,size_fit_issue,used_lightly,restocked,mail_back,19.07,0.15
34309,477478,1008628,2022-04-08 12:37:47,size_fit_issue,new,restocked,mail_back,36.96,0.5
34310,477479,1008630,2019-02-02 23:32:26,size_fit_issue,new,restocked,mail_back,20.77,0.05
34311,477502,1008676,2022-02-01 08:35:51,size_fit_issue,new,restocked,mail_back,58.2,0.51
